User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Charging Duration (hours),Charging Rate(Kw),Charging Cost (USD),Time of Day,Energy Consumed (kwh),Day of Week,State of Charge (Start %),Distance Driven (since last charge) (km),State of Charge (End %),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Latitude,Longitude,Calculation1,Calculation2,Calculation3
User_777,Nissan Leaf,62,Station_105,Houston,02-02-2024 08:00:00,02-02-2024 08:56:00,3.517065237,40.811729350,37.897942959,Night,13.587964735,Monday,67.804472549,103.521192823,58.525817927,4.533623094,7,DC Fast Charger,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_778,Hyundai Kona,50,Station_462,Los Angeles,02-02-2024 09:00:00,02-02-2024 12:52:00,2.287342909,35.900375721,22.642151894,Morning,19.976406963,Monday,73.294934979,299.464047536,58.580417487,14.434227239,2,DC Fast Charger,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_779,Chevy Bolt,50,Station_260,Houston,02-02-2024 10:00:00,02-02-2024 12:22:00,3.022632764,45.507951223,11.868121618,Afternoon,73.371365413,Wednesday,62.526180434,180.452486616,62.340912792,7.723424435,4,Level 1,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_780,Tesla Model 3,75,Station_349,Los Angeles,02-02-2024 11:00:00,02-02-2024 13:42:00,3.738853500,37.175570755,17.797966111,Morning,75.622613906,Saturday,87.245998378,75.653217003,76.174405402,6.211204219,6,Level 1,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_781,Nissan Leaf,64.770701413,Station_425,New York,02-02-2024 12:00:00,02-02-2024 13:40:00,1.222021353,49.639144362,18.549695643,Morning,15.567795777,Thursday,54.124440900,31.596531672,58.528577660,35.697788719,6,Level 1,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_782,Tesla Model 3,50,Station_255,Los Angeles,02-02-2024 13:00:00,02-02-2024 14:52:00,0.974393546,17.498632755,31.163091386,Morning,36.631623521,Monday,35.975428528,59.096639151,56.839656732,-1.759567563,5,Level 1,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_783,Tesla Model 3,50,Station_429,Los Angeles,02-02-2024 14:00:00,02-02-2024 15:26:00,2.798826325,21.851929963,23.879331145,Afternoon,6.307290913,Saturday,89.785562173,179.092531190,83.848274231,10.356591243,2,Level 2,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_784,Chevy Bolt,50,Station_434,San Francisco,02-02-2024 15:00:00,02-02-2024 17:29:00,2.880199062,37.912464345,12.995154396,Evening,52.183521493,Thursday,12.058569839,259.568845553,75.358858038,-2.664000293,3,DC Fast Charger,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_785,Hyundai Kona,75,Station_207,Houston,02-02-2024 16:00:00,02-02-2024 18:02:00,1.774553694,29.837585806,36.885900800,Afternoon,40.480082812,Wednesday,41.495857045,38.022488299,54.942476463,5.459169955,6,Level 2,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_786,Tesla Model 3,61.460885466,Station_28,Los Angeles,02-02-2024 17:00:00,02-02-2024 17:44:00,0.957521116,47.746137393,15.175995228,Evening,17.218744475,Sunday,53.671773948,20.494695164,76.201269160,20.018750076,1,DC Fast Charger,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_787,Nissan Leaf,50,Station_170,New York,02-02-2024 18:00:00,02-02-2024 20:20:00,2.867363493,15.521661799,31.839061970,Afternoon,48.145969614,Sunday,16.537180563,33.087139185,99.984860483,32.227384128,0,Level 1,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_788,BMW i3,62,Station_336,Chicago,02-02-2024 19:00:00,02-02-2024 21:10:00,1.010506969,32.093651772,14.440838233,Night,25.121164665,Saturday,58.390278460,272.287184528,93.649306820,-6.052887854,3,DC Fast Charger,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_789,Tesla Model 3,85,Station_76,Los Angeles,02-02-2024 20:00:00,02-02-2024 22:28:00,0.835318745,41.067041097,25.570139919,Evening,67.902839340,Saturday,45.582325657,120.367512102,87.802069686,25.585189727,1,Level 1,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_790,Tesla Model 3,85,Station_116,Houston,02-02-2024 21:00:00,02-02-2024 22:45:00,3.210764372,19.278035723,13.374711201,Night,43.254517141,Tuesday,16.429867031,156.196225506,85.242128474,27.817556975,1,Level 1,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_791,Chevy Bolt,62,Station_69,San Francisco,02-02-2024 22:00:00,03-02-2024 01:07:00,1.815045400,19.794649589,16.787654054,Evening,62.615507586,Saturday,84.034261415,209.626621841,92.436278525,21.453631643,3,Level 2,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_792,Hyundai Kona,85,Station_354,New York,02-02-2024 23:00:00,02-02-2024 23:49:00,3.128128230,41.837462498,58.746676692,Afternoon,43.825900117,Tuesday,37.694474033,29.944440521,77.126554419,33.546857129,7,DC Fast Charger,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_793,BMW i3,100,Station_234,San Francisco,03-02-2024 00:00:00,03-02-2024 03:14:00,1.860443342,11.581744386,17.263731699,Afternoon,31.187028992,Thursday,69.858759315,18.845805452,23.548492304,28.333515051,6,Level 2,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_794,Nissan Leaf,75,Station_1,Chicago,03-02-2024 01:00:00,03-02-2024 03:40:00,1.398582211,43.133283457,26.218718038,Evening,74.826445691,Sunday,23.725995501,238.743560657,53.813699322,30.955968944,3.043569798,Level 2,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_795,BMW i3,85,Station_167,Los Angeles,03-02-2024 02:00:00,03-02-2024 03:42:00,1.683377969,9.433507337,22.947486590,Night,40.480082812,Thursday,15.000556279,0.862361332,66.924665741,25.362705253,7,Level 2,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_796,Nissan Leaf,75,Station_352,Los Angeles,03-02-2024 03:00:00,03-02-2024 05:31:00,1.225895512,30.749276816,7.260289754,Morning,78.895249108,Sunday,62.087646453,73.613948117,80.771378817,16.520859581,4,Level 2,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_797,Hyundai Kona,62,Station_218,Houston,03-02-2024 04:00:00,03-02-2024 05:10:00,1.394747103,29.216213686,34.653313811,Evening,10.241885892,Sunday,14.961669636,295.915026890,70.511800814,18.153854752,3,DC Fast Charger,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_798,Nissan Leaf,85,Station_273,Los Angeles,03-02-2024 05:00:00,03-02-2024 08:16:00,1.996622706,9.230954632,21.489475975,Evening,5.144893572,Monday,83.668967356,66.521046883,80.518863118,8.640698596,0,DC Fast Charger,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_799,Chevy Bolt,50,Station_368,New York,03-02-2024 06:00:00,03-02-2024 09:03:00,3.753216480,30.429448129,14.117725724,Night,59.922814416,Wednesday,41.642751685,239.158238971,95.006958430,7.177322498,7,Level 2,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_800,Chevy Bolt,62,Station_251,Chicago,03-02-2024 07:00:00,03-02-2024 09:39:00,3.430484458,34.719681724,35.660618438,Morning,8.353019856,Tuesday,13.142563107,42.551342188,97.259620973,2.819187377,7,DC Fast Charger,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_801,Chevy Bolt,58.369804517,Station_347,San Francisco,03-02-2024 08:00:00,03-02-2024 08:52:00,0.938436579,41.332935464,24.914504679,Evening,40.762833114,Sunday,57.814680203,196.514006160,87.270686681,35.549524331,3,Level 1,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_802,Chevy Bolt,85,Station_344,Chicago,03-02-2024 09:00:00,03-02-2024 09:52:00,1.418783743,17.005350336,28.242755824,Morning,18.890563373,Monday,54.311471073,73.256830494,57.656032629,32.950430534,2,DC Fast Charger,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_803,BMW i3,50,Station_419,Los Angeles,03-02-2024 10:00:00,03-02-2024 12:53:00,2.342711366,33.788777187,12.776621167,Morning,42.798190758,Friday,67.946192065,17.760082883,57.870204114,12.918301552,3,Level 2,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_804,Hyundai Kona,62,Station_174,San Francisco,03-02-2024 11:00:00,03-02-2024 11:38:00,2.588535181,27.381994351,29.635419513,Afternoon,12.814363147,Monday,66.461341545,251.171353173,68.413094818,22.614182585,1,Level 1,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_805,Nissan Leaf,75,Station_170,Houston,03-02-2024 12:00:00,03-02-2024 12:42:00,1.556936696,16.241963359,8.640023654,Night,8.918418778,Thursday,16.990405002,15.213426041,55.826641030,9.113968186,1.208633083,Level 1,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_806,Nissan Leaf,62,Station_246,Chicago,03-02-2024 13:00:00,03-02-2024 16:05:00,1.455635915,45.581562271,37.710554850,Evening,0.121143295,Friday,86.310487688,66.363956140,77.198812898,30.187852801,2,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_807,Chevy Bolt,62,Station_423,San Francisco,03-02-2024 14:00:00,03-02-2024 17:04:00,1.984544632,20.992453258,15.135226708,Evening,10.911355793,Monday,85.046820761,256.596917847,65.391389463,31.632811319,5,Level 1,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_808,Chevy Bolt,75,Station_90,San Francisco,03-02-2024 15:00:00,03-02-2024 16:20:00,3.361128706,4.830371677,36.511881920,Morning,7.858868389,Saturday,81.865503466,284.653620472,96.132312069,23.695455573,0,Level 1,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_809,Tesla Model 3,75,Station_49,San Francisco,03-02-2024 16:00:00,03-02-2024 17:33:00,3.827945832,12.962522175,13.921007540,Evening,70.171354595,Wednesday,11.952654287,155.725071055,52.682665437,1.496106621,3.286324572,Level 2,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_810,Hyundai Kona,62,Station_446,New York,03-02-2024 17:00:00,03-02-2024 18:21:00,2.734597571,13.080022985,26.153094791,Morning,15.187432131,Tuesday,11.883222742,252.851106564,59.529633072,36.999915882,2,Level 2,Casual Driver,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_811,BMW i3,85,Station_294,Chicago,03-02-2024 18:00:00,03-02-2024 21:58:00,0.706536646,30.144187439,37.130404634,Evening,77.861316128,Saturday,63.104342953,20.655677797,66.612413457,0.786534417,0,Level 1,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_812,Nissan Leaf,62,Station_407,San Francisco,03-02-2024 19:00:00,03-02-2024 20:07:00,1.228841335,3.856692167,17.774248916,Night,37.189293647,Friday,49.069558956,269.148088962,85.101169409,19.856611575,0.088598258,Level 2,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_813,Tesla Model 3,62,Station_150,Chicago,03-02-2024 20:00:00,03-02-2024 22:09:00,2.309327717,32.620907773,29.451163741,Evening,25.711923927,Sunday,37.092955699,190.281822934,84.740887651,8.005172341,5,DC Fast Charger,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_814,Tesla Model 3,50,Station_132,San Francisco,03-02-2024 21:00:00,04-02-2024 00:42:00,2.010057473,14.088726041,16.945135418,Morning,9.086246708,Wednesday,50.005700054,278.428229363,64.811836644,-8.983604993,5,Level 2,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_815,Nissan Leaf,75,Station_433,Houston,03-02-2024 22:00:00,04-02-2024 00:55:00,3.441490898,46.411360854,38.527063039,Morning,27.004710859,Sunday,88.180111619,298.870185692,61.435256858,8.774037215,2,DC Fast Charger,Casual Driver,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_816,BMW i3,50,Station_59,Houston,03-02-2024 23:00:00,04-02-2024 02:40:00,4.110062624,10.890131083,30.897705686,Evening,6.661747206,Monday,83.282041548,153.596787736,65.006246405,20.515455923,6,Level 2,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_817,Tesla Model 3,100,Station_457,Houston,04-02-2024 00:00:00,04-02-2024 01:20:00,3.408542212,47.290355253,14.665039145,Evening,53.648424430,Saturday,21.455270567,292.872292403,98.163915854,12.025622632,2,DC Fast Charger,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_818,Tesla Model 3,85,Station_324,Los Angeles,04-02-2024 01:00:00,04-02-2024 03:46:00,3.377783999,49.920725599,38.447546322,Morning,40.656217783,Thursday,73.708418143,189.597105487,55.681694488,8.453747359,0,DC Fast Charger,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_819,Hyundai Kona,100,Station_199,San Francisco,04-02-2024 02:00:00,04-02-2024 04:50:00,1.202607322,44.744862648,23.701275046,Afternoon,71.162504335,Thursday,48.963543958,287.063979762,92.572372505,3.706865682,3.734055310,Level 1,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_820,BMW i3,85,Station_215,Los Angeles,04-02-2024 03:00:00,04-02-2024 06:17:00,1.061027158,22.456705663,25.799390711,Afternoon,16.111111317,Wednesday,67.719250206,75.498809214,53.723874159,-7.663751388,4,Level 2,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_821,Tesla Model 3,47.595764493,Station_386,Chicago,04-02-2024 04:00:00,04-02-2024 05:24:00,2.283296446,23.379598456,9.749992695,Evening,58.910617621,Thursday,30.451378392,138.882790057,52.117962132,-8.603112051,1,Level 1,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_822,BMW i3,100,Station_49,Los Angeles,04-02-2024 05:00:00,04-02-2024 07:18:00,3.135535702,11.595383273,5.043208361,Night,8.751670019,Tuesday,53.357182994,49.681979272,91.293171757,4.854309133,0,DC Fast Charger,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_823,Nissan Leaf,100,Station_472,Chicago,04-02-2024 06:00:00,04-02-2024 09:56:00,1.388571419,39.837174081,21.149197184,Evening,31.888072340,Sunday,23.174795173,124.721082853,56.489990041,15.848155124,4,Level 2,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_824,Chevy Bolt,50,Station_232,Chicago,04-02-2024 07:00:00,04-02-2024 10:20:00,0.530419323,46.351653859,38.264950237,Night,64.043772700,Wednesday,10.960410669,200.642791313,99.444378579,29.876089552,0,Level 2,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_825,Tesla Model 3,100,Station_247,Chicago,04-02-2024 08:00:00,04-02-2024 09:13:00,2.492111769,19.010243079,13.466370642,Evening,56.045290259,Wednesday,37.924065688,153.596787736,97.564189814,12.436764718,7,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_826,Hyundai Kona,62,Station_382,Los Angeles,04-02-2024 09:00:00,04-02-2024 11:19:00,2.346320614,18.571639163,25.085855677,Morning,10.317872226,Thursday,86.601117146,87.140784027,83.447443776,33.265526209,3,Level 2,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_827,Nissan Leaf,100,Station_479,San Francisco,04-02-2024 10:00:00,04-02-2024 13:45:00,3.675364742,15.442091210,19.061243633,Evening,72.798500679,Wednesday,85.323240004,172.531475444,90.166056351,24.182121524,5,Level 2,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_828,BMW i3,85,Station_239,Los Angeles,04-02-2024 11:00:00,04-02-2024 14:10:00,1.945335136,30.126701907,9.410223532,Night,67.887574283,Monday,32.612145480,249.543291645,58.444104328,16.005488636,3,Level 2,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_829,Nissan Leaf,75,Station_415,San Francisco,04-02-2024 12:00:00,04-02-2024 15:01:00,2.827611166,32.950837184,34.561226892,Night,41.248358652,Friday,18.352147384,154.345616671,50.601029509,3.221734498,5,DC Fast Charger,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_830,Tesla Model 3,100,Station_367,San Francisco,04-02-2024 13:00:00,04-02-2024 16:13:00,0.918672424,32.092788482,8.515026701,Evening,35.024111187,Saturday,15.989490354,120.732313820,91.813419915,14.619838265,4.789456705,Level 1,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_831,BMW i3,100,Station_168,Chicago,04-02-2024 14:00:00,04-02-2024 16:37:00,2.040456464,7.600372848,32.218033684,Evening,54.913205657,Friday,40.234728508,57.954642782,86.300402195,2.765501690,1,DC Fast Charger,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_832,Chevy Bolt,75,Station_48,Los Angeles,04-02-2024 15:00:00,04-02-2024 17:14:00,3.034842754,45.801499441,39.130718297,Afternoon,51.023353002,Sunday,50.762355730,270.619295910,61.774039783,11.007994868,1,Level 1,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_833,Nissan Leaf,12.033336968,Station_51,San Francisco,04-02-2024 16:00:00,04-02-2024 16:39:00,0.668854431,9.038507110,17.682306655,Evening,62.633592534,Saturday,14.336064707,288.550355440,94.939859713,47.318176154,0,DC Fast Charger,Casual Driver,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_834,Tesla Model 3,105.287067729,Station_299,Houston,04-02-2024 17:00:00,04-02-2024 19:09:00,1.851463574,8.126977133,37.220430168,Evening,40.480082812,Thursday,45.283321781,276.559851202,15.717975166,-0.269334466,6,DC Fast Charger,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_835,Hyundai Kona,62,Station_98,San Francisco,04-02-2024 18:00:00,04-02-2024 20:57:00,2.323445899,35.748978866,22.332105310,Morning,42.222770261,Tuesday,79.821818044,258.220985384,51.084442844,18.580192529,1,DC Fast Charger,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_836,BMW i3,140.762061579,Station_439,Houston,04-02-2024 19:00:00,04-02-2024 21:18:00,2.078305128,46.154245243,17.111067836,Night,60.080348191,Tuesday,37.690748507,221.896777901,93.801106293,-10.724769747,6,DC Fast Charger,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_837,Nissan Leaf,100,Station_216,Los Angeles,04-02-2024 20:00:00,04-02-2024 22:17:00,4.146497950,43.114779834,28.559128710,Afternoon,47.200215551,Thursday,36.351207345,85.602234132,90.257368655,37.584918674,5,Level 1,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_838,Nissan Leaf,50,Station_177,Los Angeles,04-02-2024 21:00:00,05-02-2024 00:52:00,2.339015101,18.576886876,9.835438648,Morning,58.559899520,Sunday,52.127874413,70.401289733,62.521194393,-2.275689474,7,Level 2,Commuter,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_839,Chevy Bolt,75,Station_380,Los Angeles,04-02-2024 22:00:00,05-02-2024 00:49:00,2.336419695,6.346335075,18.266059158,Evening,18.529060698,Thursday,49.892801665,187.581473653,52.107077852,38.790525197,1,Level 1,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_840,Chevy Bolt,75,Station_474,San Francisco,04-02-2024 23:00:00,05-02-2024 02:39:00,1.826933687,41.617842153,28.408615789,Night,20.026313859,Wednesday,20.453409208,190.800469639,35.974079019,25.257121947,4,Level 2,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_841,Hyundai Kona,75,Station_80,New York,05-02-2024 00:00:00,05-02-2024 02:55:00,0.863122986,24.646181905,29.083112307,Evening,61.120761519,Tuesday,68.061721821,95.809163588,73.868367692,1.520578531,7,Level 1,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_842,Hyundai Kona,100,Station_185,San Francisco,05-02-2024 01:00:00,05-02-2024 03:03:00,2.691270519,39.154830349,10.675075125,Evening,47.995751656,Friday,54.786790996,292.697723182,78.983741392,17.588065382,2,Level 1,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_843,Tesla Model 3,100,Station_367,San Francisco,05-02-2024 02:00:00,05-02-2024 03:32:00,3.072487534,8.364823051,38.666870470,Evening,60.704804709,Thursday,51.670163661,156.638374982,69.688096064,50.543943090,6,Level 1,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_844,Tesla Model 3,50,Station_461,Chicago,05-02-2024 03:00:00,05-02-2024 04:53:00,0.584134946,8.057717582,9.078226155,Evening,35.843929886,Sunday,22.809563779,219.103292527,94.521587747,-9.079100594,6.808033448,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_845,Hyundai Kona,75,Station_399,Chicago,05-02-2024 04:00:00,05-02-2024 04:54:00,2.937547732,24.646181905,28.104534061,Night,77.261320899,Sunday,52.198910304,128.626060581,54.652665155,18.920557553,1,DC Fast Charger,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_846,Hyundai Kona,75,Station_27,San Francisco,05-02-2024 05:00:00,05-02-2024 05:41:00,1.679198428,9.766149880,9.096976064,Morning,44.875573402,Friday,62.890811753,245.355322642,65.648348635,22.966643515,4.062688149,Level 1,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_847,BMW i3,75,Station_452,Houston,05-02-2024 06:00:00,05-02-2024 08:58:00,3.710275408,41.316271817,8.421126910,Evening,61.567349251,Saturday,17.252679493,279.516746101,58.878411740,-2.209581899,1,Level 1,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_848,Chevy Bolt,50,Station_464,Chicago,05-02-2024 07:00:00,05-02-2024 07:54:00,3.820788494,36.218283222,14.313363234,Evening,24.797064060,Friday,20.938466073,51.639728338,31.804021005,23.350394513,7,Level 2,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_849,Tesla Model 3,62,Station_448,San Francisco,05-02-2024 08:00:00,05-02-2024 08:40:00,5.945571288,8.455838522,37.447779177,Afternoon,73.076145891,Sunday,36.794524237,228.319386273,95.090406872,-0.413483163,2,DC Fast Charger,Commuter,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_850,Chevy Bolt,85,Station_478,New York,05-02-2024 09:00:00,05-02-2024 10:33:00,1.705544571,13.422390898,14.001997562,Afternoon,6.535781252,Tuesday,61.580857218,153.596787736,77.784277140,36.785727301,2,DC Fast Charger,Commuter,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_851,Chevy Bolt,62,Station_492,Houston,05-02-2024 10:00:00,05-02-2024 13:50:00,2.960147490,25.291575946,22.224804228,Night,22.572882450,Saturday,51.550008417,49.076010460,74.144402101,24.411793930,0,Level 1,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_852,Hyundai Kona,96.608720713,Station_414,Los Angeles,05-02-2024 11:00:00,05-02-2024 13:35:00,3.003171547,47.829480462,38.132961081,Evening,56.516455879,Friday,58.109374145,31.195256286,83.744384083,69.485937691,0,Level 1,Casual Driver,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_853,BMW i3,75,Station_420,San Francisco,05-02-2024 12:00:00,05-02-2024 13:19:00,3.095390479,5.167601528,14.667337143,Evening,40.480082812,Wednesday,13.243284362,280.320493111,59.166426089,17.787026807,1,DC Fast Charger,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_854,Nissan Leaf,85,Station_195,San Francisco,05-02-2024 13:00:00,05-02-2024 16:39:00,2.272736337,20.552317281,11.346111663,Evening,76.449907107,Wednesday,18.761399355,42.620288888,62.334193269,32.607964196,3,DC Fast Charger,Long-Distance Traveler,37.7749,-122.4194,40.480082812,24.646181905,153.596787736
User_855,BMW i3,62,Station_214,Houston,05-02-2024 14:00:00,05-02-2024 15:58:00,3.911579304,35.219518039,21.379526355,Night,51.492346382,Tuesday,62.122374829,32.484644885,81.293798634,-4.123444525,5,Level 1,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_856,BMW i3,100,Station_369,Chicago,05-02-2024 15:00:00,05-02-2024 17:08:00,1.279709491,5.592196058,8.048298781,Night,55.782595727,Wednesday,50.337589288,50.905417887,86.233338483,15.806771803,1,Level 1,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_857,Chevy Bolt,62,Station_342,Chicago,05-02-2024 16:00:00,05-02-2024 18:25:00,5.211612226,9.801243016,38.000700150,Evening,67.776659799,Thursday,79.169309186,28.582473007,75.985714544,-10.659679530,2,Level 1,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_858,BMW i3,73.850027162,Station_114,Chicago,05-02-2024 17:00:00,05-02-2024 19:05:00,1.683372972,7.322418539,38.645308240,Evening,37.055621593,Saturday,34.218319518,23.618197964,63.348097005,5.664612658,7,Level 2,Long-Distance Traveler,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_859,Tesla Model 3,50,Station_242,Los Angeles,05-02-2024 18:00:00,05-02-2024 21:26:00,2.776942426,7.675572872,14.402442656,Night,40.271295220,Tuesday,25.041372284,202.213930402,19.571800307,7.701936715,3,DC Fast Charger,Long-Distance Traveler,34.0522,-118.2437,40.480082812,24.646181905,153.596787736
User_860,Chevy Bolt,75,Station_124,Houston,05-02-2024 19:00:00,05-02-2024 19:43:00,0.640695419,20.590235579,29.609768052,Evening,44.769741923,Saturday,64.110146852,168.533807725,90.552147091,24.258156107,2,Level 2,Commuter,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_861,Tesla Model 3,75,Station_305,Houston,05-02-2024 20:00:00,05-02-2024 20:30:00,1.888628240,35.892197012,22.234546494,Morning,38.213764811,Sunday,88.256416304,239.291011751,73.262128142,3.056173423,6,DC Fast Charger,Long-Distance Traveler,29.7604,-95.3698,40.480082812,24.646181905,153.596787736
User_862,Nissan Leaf,53.973658658,Station_76,Chicago,05-02-2024 21:00:00,06-02-2024 00:58:00,2.426058377,12.309725070,14.956140553,Morning,65.120425746,Friday,10.427706320,256.207693119,107.093967974,16.403827328,7,DC Fast Charger,Commuter,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_863,Chevy Bolt,50,Station_311,Chicago,05-02-2024 22:00:00,05-02-2024 22:54:00,3.445621811,30.226694525,29.527946155,Night,64.000021166,Thursday,25.461538152,220.637575656,89.741978739,38.351675430,0,DC Fast Charger,Casual Driver,41.8781,-87.6298,40.480082812,24.646181905,153.596787736
User_864,Nissan Leaf,85,Station_469,New York,05-02-2024 23:00:00,06-02-2024 02:36:00,1.012339128,46.875109645,24.114408333,Morning,5.013889647,Tuesday,12.623701870,139.938700406,93.114478730,1.602716085,1,DC Fast Charger,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
User_865,Chevy Bolt,85,Station_312,New York,06-02-2024 00:00:00,06-02-2024 01:41:00,1.436500395,24.646181905,34.373265184,Afternoon,49.978925833,Friday,60.079237261,153.596787736,76.742843483,2.010076293,3,DC Fast Charger,Long-Distance Traveler,40.7128,-74.006,40.480082812,24.646181905,153.596787736
